,Dataset,Number of Total Matches,Detector/Descriptor,Number of Good Matches,Recall Rate of Matches,1 - Precision Rate of Matches,F-Score
0,Quarry agast(55)(0.50),1011.8282828282828,AGAST,26.90909090909091,0.026594523365045773,0.9734054766349542,0.026594523365045763
1,Quarry agast(55)(0.50),873.3535353535353,AGAST,28.434343434343436,0.03255765538618122,0.9674423446138188,0.03255765538618119
2,Quarry agast(55)(0.50),777.8282828282828,AGAST,0.08080808080808081,0.00010388935783390691,0.9998961106421661,0.0001038893578339021
3,Quarry agast(55)(0.50),1119.888888888889,AGAST,21.050505050505052,0.01879695857272998,0.98120304142727,0.018796958572729994
4,Quarry agast(55)(0.50),793.2626262626262,AGAST,15.818181818181818,0.019940661887359455,0.9800593381126405,0.0199406618873595
5,Quarry agast(55)(0.50),536.040404040404,AGAST,26.8989898989899,0.050180899977387505,0.9498191000226125,0.050180899977387505
6,Quarry agast(55)(0.50),508.67676767676767,AGAST,22.01010101010101,0.04326932623761393,0.956730673762386,0.04326932623761399
7,Quarry agast(55)(0.50),578.3131313131313,AGAST,57.111111111111114,0.09875465041133216,0.9012453495886679,0.09875465041133213
8,Quarry agast(55)(0.50),567.2727272727273,AGAST,17.03030303030303,0.030021367521367522,0.9699786324786325,0.030021367521367522
9,Quarry agast(55)(0.50),466.90909090909093,AGAST,51.282828282828284,0.10983471789546556,0.8901652821045344,0.10983471789546559
10,Quarry agast(55)(0.50),490.17171717171715,AGAST,74.1919191919192,0.1513590372370021,0.8486409627629978,0.15135903723700214
11,Quarry agast(55)(0.50),481.32323232323233,AGAST,52.83838383838384,0.10977733940525908,0.890222660594741,0.10977733940525905
12,Quarry agast(55)(0.50),723.5858585858585,AGAST,22.292929292929294,0.030808962099532353,0.9691910379004676,0.030808962099532395
13,Quarry agast(55)(0.50),1234.4949494949494,AGAST,8.464646464646465,0.006856768809065991,0.9931432311909341,0.006856768809065965
14,Quarry agast(55)(0.50),945.010101010101,AGAST,3.414141414141414,0.0036128094403352,0.9963871905596647,0.003612809440335231
15,Quarry agast(55)(0.50),1176.1010101010102,AGAST,0.08080808080808081,6.870845285741279e-05,0.9999312915471426,6.870845285742972e-05
16,Quarry agast(55)(0.50),951.8282828282828,AGAST,17.68686868686869,0.018581995309399246,0.9814180046906007,0.018581995309399274
17,Quarry agast(55)(0.50),1022.1818181818181,AGAST,24.656565656565657,0.024121506778924072,0.9758784932210759,0.02412150677892409
18,Quarry agast(55)(0.50),701.4949494949495,AGAST,50.82828282828283,0.07245709019698192,0.9275429098030181,0.07245709019698189
19,Quarry agast(55)(0.50),671.2828282828283,AGAST,52.15151515151515,0.07768933295213445,0.9223106670478656,0.07768933295213444
20,Quarry agast(55)(0.50),664.2525252525253,AGAST,65.5959595959596,0.0987515396663676,0.9012484603336324,0.09875153966636761
21,Quarry agast(55)(0.50),775.5252525252525,AGAST,55.08080808080808,0.07102387433736666,0.9289761256626333,0.07102387433736666
22,Quarry agast(55)(0.50),766.5858585858585,AGAST,53.37373737373738,0.06962525694407844,0.9303747430559215,0.06962525694407846
23,Quarry agast(55)(0.50),695.969696969697,AGAST,24.494949494949495,0.03519542532038722,0.9648045746796127,0.035195425320387275
24,Quarry agast(55)(0.50),902.0505050505051,AGAST,20.585858585858585,0.0228211818191998,0.9771788181808002,0.022821181819199794
25,Quarry agast(55)(0.50),1165.828282828283,AGAST,21.8989898989899,0.018784061273469245,0.9812159387265308,0.018784061273469228
26,Quarry agast(55)(0.50),1273.050505050505,AGAST,8.0,0.006284118319157039,0.9937158816808429,0.006284118319157066
27,Quarry agast(55)(0.50),941.10101010101,AGAST,12.030303030303031,0.012783221887108375,0.9872167781128917,0.012783221887108358
28,Quarry agast(55)(0.50),879.5555555555555,AGAST,0.06060606060606061,6.890532408470762e-05,0.9999310946759153,6.890532408468181e-05
29,Quarry agast(55)(0.50),1286.020202020202,AGAST,22.535353535353536,0.01752332778283955,0.9824766722171604,0.017523327782839576
30,Quarry agast(55)(0.50),1242.3131313131314,AGAST,39.535353535353536,0.031823984258754844,0.9681760157412451,0.03182398425875486
31,Quarry agast(55)(0.50),1191.1919191919192,AGAST,33.05050505050505,0.027745743165321215,0.9722542568346788,0.027745743165321197
32,Quarry agast(55)(0.50),1014.4747474747475,AGAST,26.444444444444443,0.026067129330001094,0.9739328706699989,0.0260671293300011
33,Quarry agast(55)(0.50),807.3737373737374,AGAST,21.383838383838384,0.026485674965594893,0.9735143250344052,0.026485674965594865
34,Quarry agast(55)(0.50),687.6262626262626,AGAST,27.666666666666668,0.04023503488799119,0.9597649651120088,0.04023503488799119
35,Quarry agast(55)(0.50),560.7474747474747,AGAST,26.161616161616163,0.04665489786360198,0.953345102136398,0.04665489786360199
36,Quarry agast(55)(0.50),600.7676767676768,AGAST,31.838383838383837,0.05299616652094962,0.9470038334790504,0.05299616652094962
37,Quarry agast(55)(0.50),731.1717171717172,AGAST,15.94949494949495,0.021813610366645482,0.9781863896333546,0.02181361036664545
38,Quarry agast(55)(0.50),865.0,AGAST,10.090909090909092,0.011665790856542303,0.9883342091434577,0.011665790856542296
39,Quarry agast(55)(0.50),978.010101010101,AGAST,9.646464646464647,0.009863358912655051,0.9901366410873449,0.00986335891265508
40,Quarry agast(55)(0.50),641.6666666666666,AGAST,3.797979797979798,0.005918929555293192,0.9940810704447068,0.005918929555293177
41,Quarry agast(55)(0.50),1090.0707070707072,AGAST,0.09090909090909091,8.339742579945699e-05,0.9999166025742006,8.339742579944666e-05
