,Dataset,Number of Total Matches,Detector/Descriptor,Number of Good Matches,Recall Rate of Matches,1 - Precision Rate of Matches,F-Score
0,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
1,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
2,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.06060606060606061,0.008,0.992,0.008000000000000004
3,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
4,Quarry(65 750)sift&surf(0.75),7.585858585858586,SIFT,0.0707070707070707,0.009320905459387484,0.9906790945406125,0.009320905459387473
5,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.10101010101010101,0.013333333333333332,0.9866666666666667,0.01333333333333332
6,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.2222222222222222,0.02933333333333333,0.9706666666666667,0.029333333333333322
7,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.37373737373737376,0.04933333333333333,0.9506666666666667,0.04933333333333333
8,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.9494949494949495,0.12533333333333332,0.8746666666666666,0.12533333333333338
9,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.3939393939393939,0.052,0.9480000000000001,0.05199999999999997
10,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.7878787878787878,0.104,0.896,0.104
11,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.41414141414141414,0.05466666666666666,0.9453333333333334,0.05466666666666665
12,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
13,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
14,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.06060606060606061,0.008,0.992,0.008000000000000004
15,Quarry(65 750)sift&surf(0.75),7.585858585858586,SIFT,0.050505050505050504,0.006657789613848202,0.9933422103861519,0.006657789613848155
16,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
17,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
18,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.12121212121212122,0.016,0.984,0.016000000000000007
19,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.5151515151515151,0.06799999999999999,0.9319999999999999,0.06800000000000002
20,Quarry(65 750)sift&surf(0.75),7.585858585858586,SIFT,0.12121212121212122,0.015978695073235686,0.9840213049267643,0.015978695073235686
21,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.29292929292929293,0.03866666666666666,0.9613333333333333,0.0386666666666667
22,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.23232323232323232,0.030666666666666665,0.9693333333333333,0.0306666666666667
23,Quarry(65 750)sift&surf(0.75),7.595959595959596,SIFT,0.09090909090909091,0.011968085106382979,0.9880319148936171,0.011968085106382947
24,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.15151515151515152,0.02,0.98,0.020000000000000007
25,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
26,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
27,Quarry(65 750)sift&surf(0.75),7.585858585858586,SIFT,0.06060606060606061,0.007989347536617843,0.9920106524633822,0.007989347536617843
28,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
29,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.06060606060606061,0.008,0.992,0.008000000000000004
30,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
31,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
32,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.10101010101010101,0.013333333333333332,0.9866666666666667,0.01333333333333332
33,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
34,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.06060606060606061,0.008,0.992,0.008000000000000004
35,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.1414141414141414,0.018666666666666665,0.9813333333333334,0.018666666666666637
36,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.13131313131313133,0.017333333333333333,0.9826666666666667,0.017333333333333322
37,Quarry(65 750)sift&surf(0.75),7.606060606060606,SIFT,0.16161616161616163,0.021248339973439577,0.9787516600265604,0.021248339973439567
38,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
39,Quarry(65 750)sift&surf(0.75),7.595959595959596,SIFT,0.0707070707070707,0.009308510638297872,0.9906914893617021,0.009308510638297861
40,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.06060606060606061,0.008,0.992,0.008000000000000004
41,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
42,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
43,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
44,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.050505050505050504,0.006666666666666666,0.9933333333333334,0.006666666666666632
45,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.09090909090909091,0.012,0.988,0.012000000000000005
46,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
47,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.09090909090909091,0.012,0.988,0.012000000000000005
48,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
49,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.09090909090909091,0.012,0.988,0.012000000000000005
50,Quarry(65 750)sift&surf(0.75),7.585858585858586,SIFT,0.10101010101010101,0.013315579227696404,0.9866844207723036,0.013315579227696422
51,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
52,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.20202020202020202,0.026666666666666665,0.9733333333333333,0.026666666666666696
53,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.15151515151515152,0.02,0.98,0.020000000000000007
54,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.26262626262626265,0.034666666666666665,0.9653333333333333,0.0346666666666667
55,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.29292929292929293,0.03866666666666666,0.9613333333333333,0.0386666666666667
56,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
57,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.10101010101010101,0.013333333333333332,0.9866666666666667,0.01333333333333332
58,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
59,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.13131313131313133,0.017333333333333333,0.9826666666666667,0.017333333333333322
60,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.06060606060606061,0.008,0.992,0.008000000000000004
61,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
62,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
63,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
64,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
65,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
66,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.25252525252525254,0.03333333333333333,0.9666666666666667,0.03333333333333333
67,Quarry(65 750)sift&surf(0.75),7.585858585858586,SIFT,0.16161616161616163,0.02130492676431425,0.9786950732356857,0.021304926764314263
68,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.16161616161616163,0.021333333333333333,0.9786666666666667,0.021333333333333326
69,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.09090909090909091,0.012,0.988,0.012000000000000005
70,Quarry(65 750)sift&surf(0.75),7.585858585858586,SIFT,0.15151515151515152,0.01997336884154461,0.9800266311584555,0.01997336884154458
71,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.26262626262626265,0.034666666666666665,0.9653333333333333,0.0346666666666667
72,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.1111111111111111,0.014666666666666665,0.9853333333333334,0.014666666666666635
73,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
74,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.18181818181818182,0.024,0.976,0.02400000000000001
75,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.06060606060606061,0.008,0.992,0.008000000000000004
76,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
77,Quarry(65 750)sift&surf(0.75),7.585858585858586,SIFT,0.09090909090909091,0.011984021304926765,0.9880159786950733,0.011984021304926736
78,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
79,Quarry(65 750)sift&surf(0.75),7.616161616161616,SIFT,0.0707070707070707,0.009283819628647215,0.9907161803713528,0.009283819628647215
80,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.10101010101010101,0.013333333333333332,0.9866666666666667,0.01333333333333332
81,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.0707070707070707,0.009333333333333332,0.9906666666666666,0.009333333333333374
82,Quarry(65 750)sift&surf(0.75),7.585858585858586,SIFT,0.1414141414141414,0.018641810918774968,0.9813581890812251,0.018641810918774947
83,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.09090909090909091,0.012,0.988,0.012000000000000005
84,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.1414141414141414,0.018666666666666665,0.9813333333333334,0.018666666666666637
85,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.09090909090909091,0.012,0.988,0.012000000000000005
86,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
87,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.16161616161616163,0.021333333333333333,0.9786666666666667,0.021333333333333326
88,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.25252525252525254,0.03333333333333333,0.9666666666666667,0.03333333333333333
89,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.13131313131313133,0.017333333333333333,0.9826666666666667,0.017333333333333322
90,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.20202020202020202,0.026666666666666665,0.9733333333333333,0.026666666666666696
91,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.08080808080808081,0.010666666666666666,0.9893333333333334,0.010666666666666635
92,Quarry(65 750)sift&surf(0.75),7.575757575757576,SIFT,0.12121212121212122,0.016,0.984,0.016000000000000007
